id,type,title,author,year,lang,file_x,file_y
journal-article-10.2307_1486847,book-review,"
         ",Leonard Dinnerstein,1995,eng,journal-article-10.2307_1486847.xml,journal-article-10.2307_1486847-ngram1.txt
journal-article-10.2307_24273680,research-article,The Last Spanish Expulsion in Europe: Milan 1565-1597 – CORRIGENDUM,Flora Cassen,2014,eng,journal-article-10.2307_24273680.xml,journal-article-10.2307_24273680-ngram1.txt
journal-article-10.2307_24273642,research-article,הוראת מדעים בחינוך הקראי: פרקים בלימוד הקראי של ׳רוח חך׳,,2013,heb,journal-article-10.2307_24273642.xml,journal-article-10.2307_24273642-ngram1.txt
journal-article-10.2307_41310638,book-review,,Agnieszka Jagodzińska,2011,eng,journal-article-10.2307_41310638.xml,journal-article-10.2307_41310638-ngram1.txt
journal-article-10.2307_1486674,book-review,"
         ",Anne K. Krook,1996,eng,journal-article-10.2307_1486674.xml,journal-article-10.2307_1486674-ngram1.txt
journal-article-10.2307_27564343,book-review,,Andrea Most,2008,eng,journal-article-10.2307_27564343.xml,journal-article-10.2307_27564343-ngram1.txt
journal-article-10.2307_41310620,research-article,"Rabbinic Authority, Medical Rhetoric, and Body Hermeneutics in Mishnah Nega'im",Mira Baiberg,2011,eng,journal-article-10.2307_41310620.xml,journal-article-10.2307_41310620-ngram1.txt
journal-article-10.2307_1486304,research-article,Observations on Three War Poems of Shmuel Ha-Nagid: A Study in Internal Poetic Cohesion,David Segal,1979,eng,journal-article-10.2307_1486304.xml,journal-article-10.2307_1486304-ngram1.txt
journal-article-10.2307_1486344,research-article, ‮מלחמת הפסוקים של מומר‬ ,‮יהודה רוזנטאל‬,1976,heb,journal-article-10.2307_1486344.xml,journal-article-10.2307_1486344-ngram1.txt
journal-article-10.2307_24273647,research-article,King Herod in Ardashir's Court: The Rabbinic Story of Herod (B. Bava Batra 3b—4a) in Light of Persian Sources,Jeffrey L. Rubenstein,2014,eng,journal-article-10.2307_24273647.xml,journal-article-10.2307_24273647-ngram1.txt
journal-article-10.2307_1486824,book-review,"
         ",Daniel Grossberg,1995,eng,journal-article-10.2307_1486824.xml,journal-article-10.2307_1486824-ngram1.txt
journal-article-10.2307_1486681,book-review,"
         ",Vicki Caron,1996,eng,journal-article-10.2307_1486681.xml,journal-article-10.2307_1486681-ngram1.txt
journal-article-10.2307_27564385,book-review,,Robin Judd,2008,eng,journal-article-10.2307_27564385.xml,journal-article-10.2307_27564385-ngram1.txt
journal-article-10.2307_1486356,research-article,"The Art of Metoposcopy: A Study in Isaac Luria's ""Charismatic Knowledge""",Lawrence Fine,1986,eng,journal-article-10.2307_1486356.xml,journal-article-10.2307_1486356-ngram1.txt
journal-article-10.2307_1487002,book-review,"
          ",Michael A. Meyer,1991,eng,journal-article-10.2307_1487002.xml,journal-article-10.2307_1487002-ngram1.txt
journal-article-10.2307_4131673,book-review,,Bernard S. Jackson,2006,eng,journal-article-10.2307_4131673.xml,journal-article-10.2307_4131673-ngram1.txt
journal-article-10.2307_4131749,book-review,,Alan F. Benjamin,2005,eng,journal-article-10.2307_4131749.xml,journal-article-10.2307_4131749-ngram1.txt
journal-article-10.2307_27564383,book-review,,David Shneer,2008,eng,journal-article-10.2307_27564383.xml,journal-article-10.2307_27564383-ngram1.txt
journal-article-10.2307_1486699,research-article,Dybbuk and Maggid: Two Cultural Patterns of Altered Consciousness in Judaism,Yoram Bilu,1996,eng,journal-article-10.2307_1486699.xml,journal-article-10.2307_1486699-ngram1.txt
journal-article-10.2307_1486319,research-article,The Jewish Prayer for Rain in the Post-Talmudic Diaspora,Arnold A. Lasker,1984,eng,journal-article-10.2307_1486319.xml,journal-article-10.2307_1486319-ngram1.txt
journal-article-10.2307_1486742,book-review,"
         ",Frederick E. Greenspahn,1998,eng,journal-article-10.2307_1486742.xml,journal-article-10.2307_1486742-ngram1.txt
journal-article-10.2307_23319554,research-article,"Misogyny Revisited: The Eve Traditions in Avot de Rabbi Natan, Versions A and B",Natalie C. Polzer,2012,eng,journal-article-10.2307_23319554.xml,journal-article-10.2307_23319554-ngram1.txt
journal-article-10.2307_24273577,research-article,מנגנון הבחירה אצל הרמב״ם,,2014,heb,journal-article-10.2307_24273577.xml,journal-article-10.2307_24273577-ngram1.txt
journal-article-10.2307_1486347,research-article,Coming Home: The Personal Basis of Simon Dubnow's Ideology,Robert M. Seltzer,1976,eng,journal-article-10.2307_1486347.xml,journal-article-10.2307_1486347-ngram1.txt
journal-article-10.2307_4131583,book-review,"
         ",,2002,eng,journal-article-10.2307_4131583.xml,journal-article-10.2307_4131583-ngram1.txt
journal-article-10.2307_4131814,book-review,"""Music Is the Pen of the Soul"": Recent Works on Hasidic and Jewish Instrumental Klezmer Music",Joel E. Rubin,2005,eng,journal-article-10.2307_4131814.xml,journal-article-10.2307_4131814-ngram1.txt
journal-article-10.2307_1487032,misc,Collected Studies,,1992,eng,journal-article-10.2307_1487032.xml,journal-article-10.2307_1487032-ngram1.txt
journal-article-10.2307_1486676,book-review,"
         ",Uri R. Kaufmann,1996,eng,journal-article-10.2307_1486676.xml,journal-article-10.2307_1486676-ngram1.txt
journal-article-10.2307_4131800,book-review,,,2003,eng,journal-article-10.2307_4131800.xml,journal-article-10.2307_4131800-ngram1.txt
journal-article-10.2307_1486812,book-review,"
         ",William M. Brinner,1993,eng,journal-article-10.2307_1486812.xml,journal-article-10.2307_1486812-ngram1.txt
journal-article-10.2307_1486872,book-review,"
         ",Leonard J. Greenspoon,1997,eng,journal-article-10.2307_1486872.xml,journal-article-10.2307_1486872-ngram1.txt
journal-article-10.2307_1486817,research-article," ‮פולמוס על שיטת ה""שמירה״:לתולדות לימוד פירוש רש״י על התורה בדור גירוש ספרד ‬ ",‮אברהם גרוס‬,1993,heb,journal-article-10.2307_1486817.xml,journal-article-10.2307_1486817-ngram1.txt
journal-article-10.2307_27564265,book-review,,Shaye J. D. Cohen,2007,eng,journal-article-10.2307_27564265.xml,journal-article-10.2307_27564265-ngram1.txt
journal-article-10.2307_1486649,misc,Books Received,,1994,eng,journal-article-10.2307_1486649.xml,journal-article-10.2307_1486649-ngram1.txt
journal-article-10.2307_1486610,book-review,"
         ",Michael Berkowitz,1994,eng,journal-article-10.2307_1486610.xml,journal-article-10.2307_1486610-ngram1.txt
journal-article-10.2307_1486404,research-article,"On the Classification of Judaic Laws in the ""Antiquities"" of Josephus and the Temple Scroll of Qumran",David Altshuler,1982,eng,journal-article-10.2307_1486404.xml,journal-article-10.2307_1486404-ngram1.txt
journal-article-10.2307_1486512,book-review,"
         ",Theodore Weinberger,1995,eng,journal-article-10.2307_1486512.xml,journal-article-10.2307_1486512-ngram1.txt
journal-article-10.2307_23319580,book-review,,Kalman P. Bland,2012,eng,journal-article-10.2307_23319580.xml,journal-article-10.2307_23319580-ngram1.txt
journal-article-10.2307_41310650,research-article,External Appearance versus Internal Truth: The Aggadah of Herod in Bavli Bava Batra,Yonatan Feintuch,2011,eng,journal-article-10.2307_41310650.xml,journal-article-10.2307_41310650-ngram1.txt
journal-article-10.2307_4131829,book-review,,,2005,eng,journal-article-10.2307_4131829.xml,journal-article-10.2307_4131829-ngram1.txt
journal-article-10.2307_24273526,book-review,,Adiel Schremer,2013,eng,journal-article-10.2307_24273526.xml,journal-article-10.2307_24273526-ngram1.txt
journal-article-10.2307_4131658,book-review,,Michael A. Meyer,2006,eng,journal-article-10.2307_4131658.xml,journal-article-10.2307_4131658-ngram1.txt
journal-article-10.2307_4131671,research-article,From Sepharad to Ashkenaz: A Case Study in the Rashi Supercommentary Tradition,Eric Lawee,2006,eng,journal-article-10.2307_4131671.xml,journal-article-10.2307_4131671-ngram1.txt
journal-article-10.2307_4131664,research-article,"Mediating Judaism: Mind, Body, Spirit, and Contemporary North American Jewish Fiction",Sara R. Horowitz,2006,eng,journal-article-10.2307_4131664.xml,journal-article-10.2307_4131664-ngram1.txt
journal-article-10.2307_27564392,book-review,,Jordan Finkin,2008,eng,journal-article-10.2307_27564392.xml,journal-article-10.2307_27564392-ngram1.txt
journal-article-10.2307_4131640,research-article,Ethnicity and Institution Building among Jews in Early Modern Rome,Bernard D. Cooperman,2006,eng,journal-article-10.2307_4131640.xml,journal-article-10.2307_4131640-ngram1.txt
journal-article-10.2307_27564268,book-review,,Athalya Brenner,2007,eng,journal-article-10.2307_27564268.xml,journal-article-10.2307_27564268-ngram1.txt
journal-article-10.2307_1486294,research-article," ‮ומי מטהר אתכם-- אביכם שבשמים תפילת סדר העבודה של יום הכיפורים:תוכן, תפקוד ומשמעות‬ ",‮צבי זוהר‬,1989,heb,journal-article-10.2307_1486294.xml,journal-article-10.2307_1486294-ngram1.txt
journal-article-10.2307_1486565,book-review,"
         ",Nehama Aschkenasy,1997,eng,journal-article-10.2307_1486565.xml,journal-article-10.2307_1486565-ngram1.txt
journal-article-10.2307_1486578,book-review,"
         ",David Marcus,1993,eng,journal-article-10.2307_1486578.xml,journal-article-10.2307_1486578-ngram1.txt
journal-article-10.2307_1486517,misc,Books Received,,1995,eng,journal-article-10.2307_1486517.xml,journal-article-10.2307_1486517-ngram1.txt
journal-article-10.2307_40982842,book-review,,Adriane Leveen,2010,eng,journal-article-10.2307_40982842.xml,journal-article-10.2307_40982842-ngram1.txt
journal-article-10.2307_4131551,book-review,,Alicia Ostriker,2004,eng,journal-article-10.2307_4131551.xml,journal-article-10.2307_4131551-ngram1.txt
journal-article-10.2307_24273627,research-article,Hannah Arendt's Eichmann Controversy as Destabilizing Transatlantic Text,Adam J. Sacks,2013,eng,journal-article-10.2307_24273627.xml,journal-article-10.2307_24273627-ngram1.txt
journal-article-10.2307_40982858,book-review,,Laura Levitt,2010,eng,journal-article-10.2307_40982858.xml,journal-article-10.2307_40982858-ngram1.txt
journal-article-10.2307_1486545,misc,Books Received,,1999,eng,journal-article-10.2307_1486545.xml,journal-article-10.2307_1486545-ngram1.txt
journal-article-10.2307_1486785,book-review,"
         ",Zvia Ginor,1999,eng,journal-article-10.2307_1486785.xml,journal-article-10.2307_1486785-ngram1.txt
journal-article-10.2307_1486472,misc,Front Matter,,1995,eng,journal-article-10.2307_1486472.xml,journal-article-10.2307_1486472-ngram1.txt
journal-article-10.2307_4131705,book-review,,Lawrence Wills,2002,eng,journal-article-10.2307_4131705.xml,journal-article-10.2307_4131705-ngram1.txt
journal-article-10.2307_1486790,book-review,"
         ",Alvin H. Rosenfeld,1999,eng,journal-article-10.2307_1486790.xml,journal-article-10.2307_1486790-ngram1.txt
journal-article-10.2307_4131827,book-review,,Julie R. Klein,2005,eng,journal-article-10.2307_4131827.xml,journal-article-10.2307_4131827-ngram1.txt
journal-article-10.2307_1487033,misc,Books Received,,1992,eng,journal-article-10.2307_1487033.xml,journal-article-10.2307_1487033-ngram1.txt
journal-article-10.2307_25654603,misc,Front Matter,,2009,eng,journal-article-10.2307_25654603.xml,journal-article-10.2307_25654603-ngram1.txt
journal-article-10.2307_1486393,research-article,Providence as Consequent upon the Intellect: Maimonides' Theory of Providence,Charles M. Raffel,1987,eng,journal-article-10.2307_1486393.xml,journal-article-10.2307_1486393-ngram1.txt
journal-article-10.2307_1486648,misc,Collected Studies,,1994,eng,journal-article-10.2307_1486648.xml,journal-article-10.2307_1486648-ngram1.txt
journal-article-10.2307_1486500,book-review,"
         ",Alan S. Kaye,1995,eng,journal-article-10.2307_1486500.xml,journal-article-10.2307_1486500-ngram1.txt
journal-article-10.2307_23319563,book-review,,Benjamin Brown,2012,eng,journal-article-10.2307_23319563.xml,journal-article-10.2307_23319563-ngram1.txt
journal-article-10.2307_24273666,book-review,,Matthias B. Lehmann,2014,eng,journal-article-10.2307_24273666.xml,journal-article-10.2307_24273666-ngram1.txt
journal-article-10.2307_4131838,book-review,,Eli Lederhendler,2005,eng,journal-article-10.2307_4131838.xml,journal-article-10.2307_4131838-ngram1.txt
journal-article-10.2307_27564373,book-review,,Zev Garber,2008,eng,journal-article-10.2307_27564373.xml,journal-article-10.2307_27564373-ngram1.txt
journal-article-10.2307_1486820,research-article, Derivational Processes: Underlying Forms and Analogies in Hayyûj's Linguistic Works ,Roger Jay Kaplan,1995,eng,journal-article-10.2307_1486820.xml,journal-article-10.2307_1486820-ngram1.txt
journal-article-10.2307_1486884,book-review,"
         ",Gerald Sorin,1997,eng,journal-article-10.2307_1486884.xml,journal-article-10.2307_1486884-ngram1.txt
journal-article-10.2307_1486879,book-review,"
         ",Daniel H. Frank,1997,eng,journal-article-10.2307_1486879.xml,journal-article-10.2307_1486879-ngram1.txt
journal-article-10.2307_23319575,research-article,"""Things That Are Better Concealed Than Revealed"": An Historical-Biographical Study of S. Y. Agnon's Attitude toward the Sabbatean Movement and the Traditional Jewish World",Tzahi Weiss,2012,eng,journal-article-10.2307_23319575.xml,journal-article-10.2307_23319575-ngram1.txt
journal-article-10.2307_1486958,book-review,"
         ",Norman A. Stillman,1992,eng,journal-article-10.2307_1486958.xml,journal-article-10.2307_1486958-ngram1.txt
journal-article-10.2307_1486309,research-article,Some Uses of Justification in Jewish Education,Walter I. Ackerman,1977,eng,journal-article-10.2307_1486309.xml,journal-article-10.2307_1486309-ngram1.txt
journal-article-10.2307_24273542,book-review,,Jack Wertheimer,2013,eng,journal-article-10.2307_24273542.xml,journal-article-10.2307_24273542-ngram1.txt
journal-article-10.2307_1486352,misc,Front Matter,,1986,eng,journal-article-10.2307_1486352.xml,journal-article-10.2307_1486352-ngram1.txt
journal-article-10.2307_1486414,research-article,Medieval Jewish Criticism of the Christian Doctrine of Original Sin,Joel E. Rembaum,1982,eng,journal-article-10.2307_1486414.xml,journal-article-10.2307_1486414-ngram1.txt
journal-article-10.2307_1486269,misc,Front Matter,,1985,eng,journal-article-10.2307_1486269.xml,journal-article-10.2307_1486269-ngram1.txt
journal-article-10.2307_1486604,book-review,Some Reflections on a Baroque Jewish Novella,Robert Bonfil,1994,eng,journal-article-10.2307_1486604.xml,journal-article-10.2307_1486604-ngram1.txt
journal-article-10.2307_1486841,book-review,"
         ",Daniel R. Schwartz,1995,eng,journal-article-10.2307_1486841.xml,journal-article-10.2307_1486841-ngram1.txt
journal-article-10.2307_1487031,book-review,"
         ",Ronald C. Kiener,1992,eng,journal-article-10.2307_1487031.xml,journal-article-10.2307_1487031-ngram1.txt
journal-article-10.2307_1486808,book-review,"
         ",Moshe Z. Sokol,1993,eng,journal-article-10.2307_1486808.xml,journal-article-10.2307_1486808-ngram1.txt
journal-article-10.2307_40982837,research-article,The Dead Sea Scrolls and the History of the Jewish Book,Lawrence H. Schiffman,2010,eng,journal-article-10.2307_40982837.xml,journal-article-10.2307_40982837-ngram1.txt
journal-article-10.2307_1486968,book-review,"
         ",James F. Harris,1992,eng,journal-article-10.2307_1486968.xml,journal-article-10.2307_1486968-ngram1.txt
journal-article-10.2307_1486503,book-review,"
         ",Jay R. Berkovitz,1995,eng,journal-article-10.2307_1486503.xml,journal-article-10.2307_1486503-ngram1.txt
journal-article-10.2307_1486658,book-review,"
         ",Ora Horn Prouser,1996,eng,journal-article-10.2307_1486658.xml,journal-article-10.2307_1486658-ngram1.txt
journal-article-10.2307_27564315,book-review,,Lawrence Douglas,2007,eng,journal-article-10.2307_27564315.xml,journal-article-10.2307_27564315-ngram1.txt
journal-article-10.2307_1486389,misc,Books Received,,1987,eng,journal-article-10.2307_1486389.xml,journal-article-10.2307_1486389-ngram1.txt
journal-article-10.2307_40982811,book-review,,Mira Balberg,2010,eng,journal-article-10.2307_40982811.xml,journal-article-10.2307_40982811-ngram1.txt
journal-article-10.2307_1486830,book-review,"
         ",Martha Himmelfarb,1995,eng,journal-article-10.2307_1486830.xml,journal-article-10.2307_1486830-ngram1.txt
journal-article-10.2307_27564394,book-review,,Marla Brettschneider,2008,eng,journal-article-10.2307_27564394.xml,journal-article-10.2307_27564394-ngram1.txt
journal-article-10.2307_41310653,book-review,Holocaust Memory in Polish Scholarship,Karen Auerbach,2011,eng,journal-article-10.2307_41310653.xml,journal-article-10.2307_41310653-ngram1.txt
journal-article-10.2307_40982840,book-review,A Matter of Distinction: On Recent Work by Jan Assmann,Eliza Slavet,2010,eng,journal-article-10.2307_40982840.xml,journal-article-10.2307_40982840-ngram1.txt
journal-article-10.2307_27564340,book-review,,Kenneth Seeskin,2008,eng,journal-article-10.2307_27564340.xml,journal-article-10.2307_27564340-ngram1.txt
journal-article-10.2307_4131720,book-review,,Stephen H. Norwood,2002,eng,journal-article-10.2307_4131720.xml,journal-article-10.2307_4131720-ngram1.txt
journal-article-10.2307_1486249,book-review,"
         ",Anthony J. Saldarini,1986,eng,journal-article-10.2307_1486249.xml,journal-article-10.2307_1486249-ngram1.txt
journal-article-10.2307_40982806,research-article,"The Comparative Study Of ""Scholasticism"" in Late Antique Mesopotamia: Rabbis and East Syrians",Adam H. Becker,2010,eng,journal-article-10.2307_40982806.xml,journal-article-10.2307_40982806-ngram1.txt
journal-article-10.2307_27564277,book-review,,Marc Dollinger,2007,eng,journal-article-10.2307_27564277.xml,journal-article-10.2307_27564277-ngram1.txt
journal-article-10.2307_27564345,book-review,,Ann Braude,2008,eng,journal-article-10.2307_27564345.xml,journal-article-10.2307_27564345-ngram1.txt
journal-article-10.2307_4131534,book-review,,,2004,eng,journal-article-10.2307_4131534.xml,journal-article-10.2307_4131534-ngram1.txt
journal-article-10.2307_4131602,misc,Books Received,,2002,eng,journal-article-10.2307_4131602.xml,journal-article-10.2307_4131602-ngram1.txt
journal-article-10.2307_4131801,book-review,,Ira Katznelson,2003,eng,journal-article-10.2307_4131801.xml,journal-article-10.2307_4131801-ngram1.txt
journal-article-10.2307_1486435,misc,Front Matter,,1984,eng,journal-article-10.2307_1486435.xml,journal-article-10.2307_1486435-ngram1.txt
journal-article-10.2307_4131590,book-review,"
         ",Michael Taub,2002,eng,journal-article-10.2307_4131590.xml,journal-article-10.2307_4131590-ngram1.txt
journal-article-10.2307_1486497,book-review,"
         ",Raphael Jospe,1995,eng,journal-article-10.2307_1486497.xml,journal-article-10.2307_1486497-ngram1.txt
journal-article-10.2307_1486371,research-article,"Alienated Intellectuals in the Camp of Religious Reform: The Frankfurt Reformfreunde, 1842-1845",Michael A. Meyer,1981,eng,journal-article-10.2307_1486371.xml,journal-article-10.2307_1486371-ngram1.txt
journal-article-10.2307_4131659,book-review,,Riv-Ellen Prell,2006,eng,journal-article-10.2307_4131659.xml,journal-article-10.2307_4131659-ngram1.txt
journal-article-10.2307_24273643,research-article,משנים את מידות העולם: חוג הלומדים המהפכני בקלויז בדודי ומהפכת יחידות המידה בראשית העת החדשה,,2013,heb,journal-article-10.2307_24273643.xml,journal-article-10.2307_24273643-ngram1.txt
journal-article-10.2307_1486515,book-review,"
         ",Joel Porte,1995,eng,journal-article-10.2307_1486515.xml,journal-article-10.2307_1486515-ngram1.txt
journal-article-10.2307_23319555,research-article,"""To Immerse their Wives"": Communal Identity and the ""Kahalishe"" Mikveh of Altona",Debra Kaplan,2012,eng,journal-article-10.2307_23319555.xml,journal-article-10.2307_23319555-ngram1.txt
journal-article-10.2307_1486767,book-review,"
         ",,1999,eng,journal-article-10.2307_1486767.xml,journal-article-10.2307_1486767-ngram1.txt
journal-article-10.2307_1486900,misc,Collected Studies,,1990,eng,journal-article-10.2307_1486900.xml,journal-article-10.2307_1486900-ngram1.txt
journal-article-10.2307_4131780,book-review,,William Chester Jordan,2003,eng,journal-article-10.2307_4131780.xml,journal-article-10.2307_4131780-ngram1.txt
journal-article-10.2307_1486354,research-article,Left Contained in the Right: A Study in Zoharic Hermeneutics,Elliot Wolfson,1986,eng,journal-article-10.2307_1486354.xml,journal-article-10.2307_1486354-ngram1.txt
journal-article-10.2307_4131569,book-review,"
         ",Norman A. Stillman,2002,eng,journal-article-10.2307_4131569.xml,journal-article-10.2307_4131569-ngram1.txt
journal-article-10.2307_1486689,book-review,"
         ",Michael R. Marrus,1996,eng,journal-article-10.2307_1486689.xml,journal-article-10.2307_1486689-ngram1.txt
journal-article-10.2307_1486410,research-article,Judaism Triumphant: Isaac Mayer Wise on Unitarianism and Liberal Christianity,Benny Kraut,1982,eng,journal-article-10.2307_1486410.xml,journal-article-10.2307_1486410-ngram1.txt
journal-article-10.2307_25654617,book-review,,Kenneth Stow,2009,eng,journal-article-10.2307_25654617.xml,journal-article-10.2307_25654617-ngram1.txt
journal-article-10.2307_41310669,book-review,,Sarah Imhoff,2011,eng,journal-article-10.2307_41310669.xml,journal-article-10.2307_41310669-ngram1.txt
journal-article-10.2307_4131758,book-review,,Berel Lang,2005,eng,journal-article-10.2307_4131758.xml,journal-article-10.2307_4131758-ngram1.txt
journal-article-10.2307_4131625,book-review,,,2003,eng,journal-article-10.2307_4131625.xml,journal-article-10.2307_4131625-ngram1.txt
journal-article-10.2307_24273569,book-review,,Allison Coudert,2014,eng,journal-article-10.2307_24273569.xml,journal-article-10.2307_24273569-ngram1.txt
journal-article-10.2307_4131733,research-article,"
           The Legend of Ger Ẓedek of Wilno as Polemic and Reassurance 
        ",,2005,eng,journal-article-10.2307_4131733.xml,journal-article-10.2307_4131733-ngram1.txt
journal-article-10.2307_1486434,research-article, ‮כהנחיה לתלמיד משל ארמון המלך ב׳מורה הנבוכים׳‬ ,‮חנה כשר‬,1989,heb,journal-article-10.2307_1486434.xml,journal-article-10.2307_1486434-ngram1.txt
journal-article-10.2307_1486561,book-review,"
         ",Ellen M. Umansky,1997,eng,journal-article-10.2307_1486561.xml,journal-article-10.2307_1486561-ngram1.txt
journal-article-10.2307_27564316,book-review,,Jonathan Ray,2007,eng,journal-article-10.2307_27564316.xml,journal-article-10.2307_27564316-ngram1.txt
journal-article-10.2307_1486301,research-article,Hermann Cohen's Perceptions of Spinoza: A Reappraisal,Franz Nauen,1979,eng,journal-article-10.2307_1486301.xml,journal-article-10.2307_1486301-ngram1.txt
journal-article-10.2307_1486380,research-article,Religious Law and Change: The Medieval Ashkenazic Example,Haym Soloveitchik,1987,eng,journal-article-10.2307_1486380.xml,journal-article-10.2307_1486380-ngram1.txt
journal-article-10.2307_1486233,research-article,Sholem Aleichem: Mythologist of the Mundane,David G. Roskies,1988,eng,journal-article-10.2307_1486233.xml,journal-article-10.2307_1486233-ngram1.txt
journal-article-10.2307_1486367,research-article,Structure and Editing in the Homiletic Midrashim,Norman J. Cohen,1981,eng,journal-article-10.2307_1486367.xml,journal-article-10.2307_1486367-ngram1.txt
journal-article-10.2307_1486653,research-article,"The Use of Midrash in Maimonides' ""Guide of the Perplexed"": Decoding the Duality of the Text",James A. Diamond,1996,eng,journal-article-10.2307_1486653.xml,journal-article-10.2307_1486653-ngram1.txt
journal-article-10.2307_1486911,book-review,,Abraham Terian,1998,eng,journal-article-10.2307_1486911.xml,journal-article-10.2307_1486911-ngram1.txt
journal-article-10.2307_1486831,book-review,"
         ",Stuart S. Miller,1995,eng,journal-article-10.2307_1486831.xml,journal-article-10.2307_1486831-ngram1.txt
journal-article-10.2307_1486523,book-review,Constructive Feminist Theology and Reflective Self-Critique: A Male Reading of Rachel Adler and Laura Levitt,David R. Blumenthal,1999,eng,journal-article-10.2307_1486523.xml,journal-article-10.2307_1486523-ngram1.txt
journal-article-10.2307_4131707,book-review,,,2002,eng,journal-article-10.2307_4131707.xml,journal-article-10.2307_4131707-ngram1.txt
journal-article-10.2307_1486477,book-review,Midrash in Parables,Daniel Boyarin,1995,eng,journal-article-10.2307_1486477.xml,journal-article-10.2307_1486477-ngram1.txt
journal-article-10.2307_24273523,research-article,Renaissance in the Graveyard: The Hebrew Tombstones of Padua and Ashkenazic Acculturation in Sixteenth-Century Italy,David Malkiel,2013,eng,journal-article-10.2307_24273523.xml,journal-article-10.2307_24273523-ngram1.txt
journal-article-10.2307_1486574,book-review,The Religious Dimension of Jewish Civil Law,Samuel Morell,1993,eng,journal-article-10.2307_1486574.xml,journal-article-10.2307_1486574-ngram1.txt
journal-article-10.2307_1486745,book-review,"
         ",Nancy Henry,1998,eng,journal-article-10.2307_1486745.xml,journal-article-10.2307_1486745-ngram1.txt
journal-article-10.2307_1486501,book-review,"
         ",Renée Levine Melammed,1995,eng,journal-article-10.2307_1486501.xml,journal-article-10.2307_1486501-ngram1.txt
journal-article-10.2307_1486608,book-review,"
         ",Robert C. Stacey,1994,eng,journal-article-10.2307_1486608.xml,journal-article-10.2307_1486608-ngram1.txt
journal-article-10.2307_4131757,book-review,,Norman Roth,2005,eng,journal-article-10.2307_4131757.xml,journal-article-10.2307_4131757-ngram1.txt
journal-article-10.2307_1486925,book-review,,Steven T. Katz,1998,eng,journal-article-10.2307_1486925.xml,journal-article-10.2307_1486925-ngram1.txt
journal-article-10.2307_1486570,research-article,"Maimonides on the Science of the ""Mishneh Torah"": Provisional or Permanent?",Menachem Kellner,1993,eng,journal-article-10.2307_1486570.xml,journal-article-10.2307_1486570-ngram1.txt
journal-article-10.2307_41310619,research-article,The Significance of Form: R. Moses of Coucy's Reading Audience and His Sefer ha-Miẓvot,Judah D. Galinsky,2011,eng,journal-article-10.2307_41310619.xml,journal-article-10.2307_41310619-ngram1.txt
journal-article-10.2307_4131652,book-review,,,2006,eng,journal-article-10.2307_4131652.xml,journal-article-10.2307_4131652-ngram1.txt
journal-article-10.2307_1486594,book-review,"
         ",S. Daniel Breslauer,1993,eng,journal-article-10.2307_1486594.xml,journal-article-10.2307_1486594-ngram1.txt
journal-article-10.2307_40982830,research-article,"Just One of the Goys: Salinger's, Miller's, and Malamud's Hidden Jewish Heroes",Leah Garrett,2010,eng,journal-article-10.2307_40982830.xml,journal-article-10.2307_40982830-ngram1.txt
journal-article-10.2307_24273525,book-review,,Andrei A. Orlov,2013,eng,journal-article-10.2307_24273525.xml,journal-article-10.2307_24273525-ngram1.txt
journal-article-10.2307_27564297,book-review,,Irven M. Resnick,2007,eng,journal-article-10.2307_27564297.xml,journal-article-10.2307_27564297-ngram1.txt
journal-article-10.2307_1486452,research-article,The First Pair (Yose ben Yoezer and Yose Ben Yohanan) or the Home of a Pharisee,Judah Goldin,1980,eng,journal-article-10.2307_1486452.xml,journal-article-10.2307_1486452-ngram1.txt
journal-article-10.2307_4131595,book-review,"
         ",Samuel P. Oliner,2002,eng,journal-article-10.2307_4131595.xml,journal-article-10.2307_4131595-ngram1.txt
journal-article-10.2307_1486443,book-review,"
         ",Jeremy Cohen,1984,eng,journal-article-10.2307_1486443.xml,journal-article-10.2307_1486443-ngram1.txt
journal-article-10.2307_1486245,research-article,The Post: Rav Ashi Amoraim: Transition or Continuity? A Study of the Role of the Final Generations of Amoraim in the Redaction of the Talmud,Richard Kalmin,1986,eng,journal-article-10.2307_1486245.xml,journal-article-10.2307_1486245-ngram1.txt
journal-article-10.2307_27564327,research-article,Navigating Rough Waters: Alexander Kohut and the Hungarian Roots of Conservative Judaism,Howard N. Lupovitch,2008,eng,journal-article-10.2307_27564327.xml,journal-article-10.2307_27564327-ngram1.txt
journal-article-10.2307_4131577,book-review,"
         ",Shulamit Magnus,2002,eng,journal-article-10.2307_4131577.xml,journal-article-10.2307_4131577-ngram1.txt
journal-article-10.2307_27564356,research-article,Recent Literary Approaches to the Mishnah,Elizabeth Shanks Alexander,2008,eng,journal-article-10.2307_27564356.xml,journal-article-10.2307_27564356-ngram1.txt
journal-article-10.2307_1486721,book-review,"
         ",Melvin Shefftz,1996,eng,journal-article-10.2307_1486721.xml,journal-article-10.2307_1486721-ngram1.txt
journal-article-10.2307_27564390,book-review,,Yitzhak Conforti,2008,eng,journal-article-10.2307_27564390.xml,journal-article-10.2307_27564390-ngram1.txt
journal-article-10.2307_1486838,book-review,"
         ",Lawrence A. Hoffman,1995,eng,journal-article-10.2307_1486838.xml,journal-article-10.2307_1486838-ngram1.txt
journal-article-10.2307_1486489,book-review,"
         ",Robert Goldenberg,1995,eng,journal-article-10.2307_1486489.xml,journal-article-10.2307_1486489-ngram1.txt
