id,type,title,author,auth_gender,year,lang,file_x,file_y
journal-article-10.2307_1486604,book-review,Some Reflections on a Baroque Jewish Novella,Robert Bonfil,male,1994,eng,journal-article-10.2307_1486604.xml,journal-article-10.2307_1486604-ngram1.txt
journal-article-10.2307_1486841,book-review,"
         ",Daniel R. Schwartz,male,1995,eng,journal-article-10.2307_1486841.xml,journal-article-10.2307_1486841-ngram1.txt
journal-article-10.2307_1487031,book-review,"
         ",Ronald C. Kiener,male,1992,eng,journal-article-10.2307_1487031.xml,journal-article-10.2307_1487031-ngram1.txt
journal-article-10.2307_1486808,book-review,"
         ",Moshe Z. Sokol,male,1993,eng,journal-article-10.2307_1486808.xml,journal-article-10.2307_1486808-ngram1.txt
journal-article-10.2307_40982837,research-article,The Dead Sea Scrolls and the History of the Jewish Book,Lawrence H. Schiffman,male,2010,eng,journal-article-10.2307_40982837.xml,journal-article-10.2307_40982837-ngram1.txt
journal-article-10.2307_1486968,book-review,"
         ",James F. Harris,male,1992,eng,journal-article-10.2307_1486968.xml,journal-article-10.2307_1486968-ngram1.txt
journal-article-10.2307_1486503,book-review,"
         ",Jay R. Berkovitz,male,1995,eng,journal-article-10.2307_1486503.xml,journal-article-10.2307_1486503-ngram1.txt
journal-article-10.2307_1486658,book-review,"
         ",Ora Horn Prouser,mostly_female,1996,eng,journal-article-10.2307_1486658.xml,journal-article-10.2307_1486658-ngram1.txt
journal-article-10.2307_27564315,book-review,,Lawrence Douglas,male,2007,eng,journal-article-10.2307_27564315.xml,journal-article-10.2307_27564315-ngram1.txt
journal-article-10.2307_40982811,book-review,,Mira Balberg,female,2010,eng,journal-article-10.2307_40982811.xml,journal-article-10.2307_40982811-ngram1.txt
journal-article-10.2307_1486830,book-review,"
         ",Martha Himmelfarb,female,1995,eng,journal-article-10.2307_1486830.xml,journal-article-10.2307_1486830-ngram1.txt
journal-article-10.2307_27564394,book-review,,Marla Brettschneider,female,2008,eng,journal-article-10.2307_27564394.xml,journal-article-10.2307_27564394-ngram1.txt
journal-article-10.2307_41310653,book-review,Holocaust Memory in Polish Scholarship,Karen Auerbach,female,2011,eng,journal-article-10.2307_41310653.xml,journal-article-10.2307_41310653-ngram1.txt
journal-article-10.2307_40982840,book-review,A Matter of Distinction: On Recent Work by Jan Assmann,Eliza Slavet,female,2010,eng,journal-article-10.2307_40982840.xml,journal-article-10.2307_40982840-ngram1.txt
journal-article-10.2307_27564340,book-review,,Kenneth Seeskin,male,2008,eng,journal-article-10.2307_27564340.xml,journal-article-10.2307_27564340-ngram1.txt
journal-article-10.2307_4131720,book-review,,Stephen H. Norwood,male,2002,eng,journal-article-10.2307_4131720.xml,journal-article-10.2307_4131720-ngram1.txt
journal-article-10.2307_1486249,book-review,"
         ",Anthony J. Saldarini,male,1986,eng,journal-article-10.2307_1486249.xml,journal-article-10.2307_1486249-ngram1.txt
journal-article-10.2307_40982806,research-article,"The Comparative Study Of ""Scholasticism"" in Late Antique Mesopotamia: Rabbis and East Syrians",Adam H. Becker,male,2010,eng,journal-article-10.2307_40982806.xml,journal-article-10.2307_40982806-ngram1.txt
journal-article-10.2307_27564277,book-review,,Marc Dollinger,male,2007,eng,journal-article-10.2307_27564277.xml,journal-article-10.2307_27564277-ngram1.txt
journal-article-10.2307_27564345,book-review,,Ann Braude,female,2008,eng,journal-article-10.2307_27564345.xml,journal-article-10.2307_27564345-ngram1.txt
journal-article-10.2307_4131534,book-review,,,unknown,2004,eng,journal-article-10.2307_4131534.xml,journal-article-10.2307_4131534-ngram1.txt
journal-article-10.2307_4131801,book-review,,Ira Katznelson,female,2003,eng,journal-article-10.2307_4131801.xml,journal-article-10.2307_4131801-ngram1.txt
journal-article-10.2307_4131590,book-review,"
         ",Michael Taub,male,2002,eng,journal-article-10.2307_4131590.xml,journal-article-10.2307_4131590-ngram1.txt
journal-article-10.2307_1486497,book-review,"
         ",Raphael Jospe,male,1995,eng,journal-article-10.2307_1486497.xml,journal-article-10.2307_1486497-ngram1.txt
journal-article-10.2307_1486371,research-article,"Alienated Intellectuals in the Camp of Religious Reform: The Frankfurt Reformfreunde, 1842-1845",Michael A. Meyer,male,1981,eng,journal-article-10.2307_1486371.xml,journal-article-10.2307_1486371-ngram1.txt
journal-article-10.2307_4131659,book-review,,Riv-Ellen Prell,unknown,2006,eng,journal-article-10.2307_4131659.xml,journal-article-10.2307_4131659-ngram1.txt
journal-article-10.2307_24273643,research-article,משנים את מידות העולם: חוג הלומדים המהפכני בקלויז בדודי ומהפכת יחידות המידה בראשית העת החדשה,,unknown,2013,heb,journal-article-10.2307_24273643.xml,journal-article-10.2307_24273643-ngram1.txt
journal-article-10.2307_1486515,book-review,"
         ",Joel Porte,male,1995,eng,journal-article-10.2307_1486515.xml,journal-article-10.2307_1486515-ngram1.txt
journal-article-10.2307_23319555,research-article,"""To Immerse their Wives"": Communal Identity and the ""Kahalishe"" Mikveh of Altona",Debra Kaplan,female,2012,eng,journal-article-10.2307_23319555.xml,journal-article-10.2307_23319555-ngram1.txt
journal-article-10.2307_1486767,book-review,"
         ",,unknown,1999,eng,journal-article-10.2307_1486767.xml,journal-article-10.2307_1486767-ngram1.txt
journal-article-10.2307_4131780,book-review,,William Chester Jordan,male,2003,eng,journal-article-10.2307_4131780.xml,journal-article-10.2307_4131780-ngram1.txt
journal-article-10.2307_1486354,research-article,Left Contained in the Right: A Study in Zoharic Hermeneutics,Elliot Wolfson,male,1986,eng,journal-article-10.2307_1486354.xml,journal-article-10.2307_1486354-ngram1.txt
journal-article-10.2307_4131569,book-review,"
         ",Norman A. Stillman,male,2002,eng,journal-article-10.2307_4131569.xml,journal-article-10.2307_4131569-ngram1.txt
journal-article-10.2307_1486689,book-review,"
         ",Michael R. Marrus,male,1996,eng,journal-article-10.2307_1486689.xml,journal-article-10.2307_1486689-ngram1.txt
journal-article-10.2307_1486410,research-article,Judaism Triumphant: Isaac Mayer Wise on Unitarianism and Liberal Christianity,Benny Kraut,male,1982,eng,journal-article-10.2307_1486410.xml,journal-article-10.2307_1486410-ngram1.txt
journal-article-10.2307_25654617,book-review,,Kenneth Stow,male,2009,eng,journal-article-10.2307_25654617.xml,journal-article-10.2307_25654617-ngram1.txt
journal-article-10.2307_41310669,book-review,,Sarah Imhoff,female,2011,eng,journal-article-10.2307_41310669.xml,journal-article-10.2307_41310669-ngram1.txt
journal-article-10.2307_4131758,book-review,,Berel Lang,unknown,2005,eng,journal-article-10.2307_4131758.xml,journal-article-10.2307_4131758-ngram1.txt
journal-article-10.2307_4131625,book-review,,,unknown,2003,eng,journal-article-10.2307_4131625.xml,journal-article-10.2307_4131625-ngram1.txt
journal-article-10.2307_24273569,book-review,,Allison Coudert,female,2014,eng,journal-article-10.2307_24273569.xml,journal-article-10.2307_24273569-ngram1.txt
journal-article-10.2307_4131733,research-article,"
           The Legend of Ger Ẓedek of Wilno as Polemic and Reassurance 
        ",,unknown,2005,eng,journal-article-10.2307_4131733.xml,journal-article-10.2307_4131733-ngram1.txt
journal-article-10.2307_1486434,research-article, ‮כהנחיה לתלמיד משל ארמון המלך ב׳מורה הנבוכים׳‬ ,‮חנה כשר‬,unknown,1989,heb,journal-article-10.2307_1486434.xml,journal-article-10.2307_1486434-ngram1.txt
journal-article-10.2307_1486561,book-review,"
         ",Ellen M. Umansky,female,1997,eng,journal-article-10.2307_1486561.xml,journal-article-10.2307_1486561-ngram1.txt
journal-article-10.2307_27564316,book-review,,Jonathan Ray,male,2007,eng,journal-article-10.2307_27564316.xml,journal-article-10.2307_27564316-ngram1.txt
journal-article-10.2307_1486301,research-article,Hermann Cohen's Perceptions of Spinoza: A Reappraisal,Franz Nauen,male,1979,eng,journal-article-10.2307_1486301.xml,journal-article-10.2307_1486301-ngram1.txt
journal-article-10.2307_1486380,research-article,Religious Law and Change: The Medieval Ashkenazic Example,Haym Soloveitchik,unknown,1987,eng,journal-article-10.2307_1486380.xml,journal-article-10.2307_1486380-ngram1.txt
journal-article-10.2307_1486233,research-article,Sholem Aleichem: Mythologist of the Mundane,David G. Roskies,male,1988,eng,journal-article-10.2307_1486233.xml,journal-article-10.2307_1486233-ngram1.txt
journal-article-10.2307_1486367,research-article,Structure and Editing in the Homiletic Midrashim,Norman J. Cohen,male,1981,eng,journal-article-10.2307_1486367.xml,journal-article-10.2307_1486367-ngram1.txt
journal-article-10.2307_1486653,research-article,"The Use of Midrash in Maimonides' ""Guide of the Perplexed"": Decoding the Duality of the Text",James A. Diamond,male,1996,eng,journal-article-10.2307_1486653.xml,journal-article-10.2307_1486653-ngram1.txt
journal-article-10.2307_1486911,book-review,,Abraham Terian,male,1998,eng,journal-article-10.2307_1486911.xml,journal-article-10.2307_1486911-ngram1.txt
journal-article-10.2307_1486831,book-review,"
         ",Stuart S. Miller,male,1995,eng,journal-article-10.2307_1486831.xml,journal-article-10.2307_1486831-ngram1.txt
journal-article-10.2307_1486523,book-review,Constructive Feminist Theology and Reflective Self-Critique: A Male Reading of Rachel Adler and Laura Levitt,David R. Blumenthal,male,1999,eng,journal-article-10.2307_1486523.xml,journal-article-10.2307_1486523-ngram1.txt
journal-article-10.2307_4131707,book-review,,,unknown,2002,eng,journal-article-10.2307_4131707.xml,journal-article-10.2307_4131707-ngram1.txt
journal-article-10.2307_1486477,book-review,Midrash in Parables,Daniel Boyarin,male,1995,eng,journal-article-10.2307_1486477.xml,journal-article-10.2307_1486477-ngram1.txt
journal-article-10.2307_24273523,research-article,Renaissance in the Graveyard: The Hebrew Tombstones of Padua and Ashkenazic Acculturation in Sixteenth-Century Italy,David Malkiel,male,2013,eng,journal-article-10.2307_24273523.xml,journal-article-10.2307_24273523-ngram1.txt
journal-article-10.2307_1486574,book-review,The Religious Dimension of Jewish Civil Law,Samuel Morell,male,1993,eng,journal-article-10.2307_1486574.xml,journal-article-10.2307_1486574-ngram1.txt
journal-article-10.2307_1486745,book-review,"
         ",Nancy Henry,female,1998,eng,journal-article-10.2307_1486745.xml,journal-article-10.2307_1486745-ngram1.txt
journal-article-10.2307_1486501,book-review,"
         ",Renée Levine Melammed,female,1995,eng,journal-article-10.2307_1486501.xml,journal-article-10.2307_1486501-ngram1.txt
journal-article-10.2307_1486608,book-review,"
         ",Robert C. Stacey,male,1994,eng,journal-article-10.2307_1486608.xml,journal-article-10.2307_1486608-ngram1.txt
journal-article-10.2307_4131757,book-review,,Norman Roth,male,2005,eng,journal-article-10.2307_4131757.xml,journal-article-10.2307_4131757-ngram1.txt
journal-article-10.2307_1486925,book-review,,Steven T. Katz,male,1998,eng,journal-article-10.2307_1486925.xml,journal-article-10.2307_1486925-ngram1.txt
journal-article-10.2307_1486570,research-article,"Maimonides on the Science of the ""Mishneh Torah"": Provisional or Permanent?",Menachem Kellner,male,1993,eng,journal-article-10.2307_1486570.xml,journal-article-10.2307_1486570-ngram1.txt
journal-article-10.2307_41310619,research-article,The Significance of Form: R. Moses of Coucy's Reading Audience and His Sefer ha-Miẓvot,Judah D. Galinsky,male,2011,eng,journal-article-10.2307_41310619.xml,journal-article-10.2307_41310619-ngram1.txt
journal-article-10.2307_4131652,book-review,,,unknown,2006,eng,journal-article-10.2307_4131652.xml,journal-article-10.2307_4131652-ngram1.txt
journal-article-10.2307_1486594,book-review,"
         ",S. Daniel Breslauer,unknown,1993,eng,journal-article-10.2307_1486594.xml,journal-article-10.2307_1486594-ngram1.txt
journal-article-10.2307_40982830,research-article,"Just One of the Goys: Salinger's, Miller's, and Malamud's Hidden Jewish Heroes",Leah Garrett,female,2010,eng,journal-article-10.2307_40982830.xml,journal-article-10.2307_40982830-ngram1.txt
journal-article-10.2307_24273525,book-review,,Andrei A. Orlov,male,2013,eng,journal-article-10.2307_24273525.xml,journal-article-10.2307_24273525-ngram1.txt
journal-article-10.2307_27564297,book-review,,Irven M. Resnick,unknown,2007,eng,journal-article-10.2307_27564297.xml,journal-article-10.2307_27564297-ngram1.txt
journal-article-10.2307_1486452,research-article,The First Pair (Yose ben Yoezer and Yose Ben Yohanan) or the Home of a Pharisee,Judah Goldin,male,1980,eng,journal-article-10.2307_1486452.xml,journal-article-10.2307_1486452-ngram1.txt
journal-article-10.2307_4131595,book-review,"
         ",Samuel P. Oliner,male,2002,eng,journal-article-10.2307_4131595.xml,journal-article-10.2307_4131595-ngram1.txt
journal-article-10.2307_1486443,book-review,"
         ",Jeremy Cohen,male,1984,eng,journal-article-10.2307_1486443.xml,journal-article-10.2307_1486443-ngram1.txt
journal-article-10.2307_1486245,research-article,The Post: Rav Ashi Amoraim: Transition or Continuity? A Study of the Role of the Final Generations of Amoraim in the Redaction of the Talmud,Richard Kalmin,male,1986,eng,journal-article-10.2307_1486245.xml,journal-article-10.2307_1486245-ngram1.txt
journal-article-10.2307_27564327,research-article,Navigating Rough Waters: Alexander Kohut and the Hungarian Roots of Conservative Judaism,Howard N. Lupovitch,male,2008,eng,journal-article-10.2307_27564327.xml,journal-article-10.2307_27564327-ngram1.txt
journal-article-10.2307_4131577,book-review,"
         ",Shulamit Magnus,female,2002,eng,journal-article-10.2307_4131577.xml,journal-article-10.2307_4131577-ngram1.txt
journal-article-10.2307_27564356,research-article,Recent Literary Approaches to the Mishnah,Elizabeth Shanks Alexander,female,2008,eng,journal-article-10.2307_27564356.xml,journal-article-10.2307_27564356-ngram1.txt
journal-article-10.2307_1486721,book-review,"
         ",Melvin Shefftz,male,1996,eng,journal-article-10.2307_1486721.xml,journal-article-10.2307_1486721-ngram1.txt
journal-article-10.2307_27564390,book-review,,Yitzhak Conforti,male,2008,eng,journal-article-10.2307_27564390.xml,journal-article-10.2307_27564390-ngram1.txt
journal-article-10.2307_1486838,book-review,"
         ",Lawrence A. Hoffman,male,1995,eng,journal-article-10.2307_1486838.xml,journal-article-10.2307_1486838-ngram1.txt
journal-article-10.2307_1486489,book-review,"
         ",Robert Goldenberg,male,1995,eng,journal-article-10.2307_1486489.xml,journal-article-10.2307_1486489-ngram1.txt
journal-article-10.2307_4131795,book-review,,James S. Diamond,male,2003,eng,journal-article-10.2307_4131795.xml,journal-article-10.2307_4131795-ngram1.txt
journal-article-10.2307_1486760,book-review,"
         ",Gary A. Rendsburg,male,1999,eng,journal-article-10.2307_1486760.xml,journal-article-10.2307_1486760-ngram1.txt
journal-article-10.2307_24273527,book-review,,David Berger,male,2013,eng,journal-article-10.2307_24273527.xml,journal-article-10.2307_24273527-ngram1.txt
journal-article-10.2307_41310657,book-review,,Charlotte Elisheva Fonrobert,female,2011,eng,journal-article-10.2307_41310657.xml,journal-article-10.2307_41310657-ngram1.txt
journal-article-10.2307_1486375,research-article,Papal and Royal Attitudes toward Jewish Lending in the Thirteenth Century,Kenneth R. Stow,male,1981,eng,journal-article-10.2307_1486375.xml,journal-article-10.2307_1486375-ngram1.txt
journal-article-10.2307_41310656,book-review,,Gwynn Kessler,andy,2011,eng,journal-article-10.2307_41310656.xml,journal-article-10.2307_41310656-ngram1.txt
journal-article-10.2307_1486235,research-article,"Warding off Chaos: Repetition and Obsession in the Poetry of Glatshteyn, Halpern, and Manger",Janet Hadda,female,1988,eng,journal-article-10.2307_1486235.xml,journal-article-10.2307_1486235-ngram1.txt
journal-article-10.2307_23319557,research-article,"""Their Eyes Shall Behold Strange Things"": Abraham Ben Elijah of Vilna encounters the Spirit of Mr. Buffon",Iris Idelson-Shein,female,2012,eng,journal-article-10.2307_23319557.xml,journal-article-10.2307_23319557-ngram1.txt
journal-article-10.2307_1486590,book-review,"
         ",Yedida K. Stillman,unknown,1993,eng,journal-article-10.2307_1486590.xml,journal-article-10.2307_1486590-ngram1.txt
journal-article-10.2307_4131688,book-review,,Gila Flam,female,2006,eng,journal-article-10.2307_4131688.xml,journal-article-10.2307_4131688-ngram1.txt
journal-article-10.2307_27564387,book-review,,Neta Stahl,female,2008,eng,journal-article-10.2307_27564387.xml,journal-article-10.2307_27564387-ngram1.txt
journal-article-10.2307_27564292,research-article,Plato in Rabbi Shimeon bar Yohai's Cave (B. Shabbat 33B-34A): The Talmudic Inversion of Plato's Politics of Philosophy,Charlotte Elisheva Fonrobert,female,2007,eng,journal-article-10.2307_27564292.xml,journal-article-10.2307_27564292-ngram1.txt
journal-article-10.2307_4131566,book-review,"
         ",,unknown,2002,eng,journal-article-10.2307_4131566.xml,journal-article-10.2307_4131566-ngram1.txt
journal-article-10.2307_27564361,research-article,Prophets and Prophecy in the Qumran Community,Alex P. Jassen,male,2008,eng,journal-article-10.2307_27564361.xml,journal-article-10.2307_27564361-ngram1.txt
journal-article-10.2307_1487017,book-review,"
         ",Raphael Patai,male,1992,eng,journal-article-10.2307_1487017.xml,journal-article-10.2307_1487017-ngram1.txt
journal-article-10.2307_25654624,book-review,,Michael A. Meyer,male,2009,eng,journal-article-10.2307_25654624.xml,journal-article-10.2307_25654624-ngram1.txt
journal-article-10.2307_1566676,book-review,"
          ",Zev Garber,male,2000,eng,journal-article-10.2307_1566676.xml,journal-article-10.2307_1566676-ngram1.txt
journal-article-10.2307_41310672,book-review,,Yael Halevi-Wise,female,2011,eng,journal-article-10.2307_41310672.xml,journal-article-10.2307_41310672-ngram1.txt
journal-article-10.2307_27564376,book-review,,Mira Balberg,female,2008,eng,journal-article-10.2307_27564376.xml,journal-article-10.2307_27564376-ngram1.txt
journal-article-10.2307_24273657,research-article,"Revisiting Baron's ""Lachrymose Conception"": The Meanings of Violence in Jewish History",Adam Teller,male,2014,eng,journal-article-10.2307_24273657.xml,journal-article-10.2307_24273657-ngram1.txt
journal-article-10.2307_27564342,book-review,,Gabriel (Gabi) Sheffer,male,2008,eng,journal-article-10.2307_27564342.xml,journal-article-10.2307_27564342-ngram1.txt
journal-article-10.2307_41310626,research-article,"From Boys to Men: Gender Politics and Jewish Identity in ""A Serious Man""",Ariella Lang,unknown,2011,eng,journal-article-10.2307_41310626.xml,journal-article-10.2307_41310626-ngram1.txt
journal-article-10.2307_1486340,research-article,The Origins of the Jewish Reform Movement in England,Robert Liberles,male,1976,eng,journal-article-10.2307_1486340.xml,journal-article-10.2307_1486340-ngram1.txt
journal-article-10.2307_1486826,book-review,"
         ",Saul Levin,male,1995,eng,journal-article-10.2307_1486826.xml,journal-article-10.2307_1486826-ngram1.txt
journal-article-10.2307_27564284,book-review,,Norman A. Stillman,male,2007,eng,journal-article-10.2307_27564284.xml,journal-article-10.2307_27564284-ngram1.txt
journal-article-10.2307_1486455,research-article,"The Freethinker, the Jews, and the Missionaries: George Houston and the Mystery of ""Israel Vindicated""",Jonathan D. Sarna,male,1980,eng,journal-article-10.2307_1486455.xml,journal-article-10.2307_1486455-ngram1.txt
journal-article-10.2307_4131514,research-article,The Figure of Moses in Modern Hebrew Poetry,,unknown,2004,eng,journal-article-10.2307_4131514.xml,journal-article-10.2307_4131514-ngram1.txt
journal-article-10.2307_27564380,book-review,,Michael Zank,male,2008,eng,journal-article-10.2307_27564380.xml,journal-article-10.2307_27564380-ngram1.txt
journal-article-10.2307_1486672,book-review,"
         ",Sheldon Rothblatt,male,1996,eng,journal-article-10.2307_1486672.xml,journal-article-10.2307_1486672-ngram1.txt
journal-article-10.2307_1487024,book-review,"
         ",Stuart Knee,male,1992,eng,journal-article-10.2307_1487024.xml,journal-article-10.2307_1487024-ngram1.txt
journal-article-10.2307_1486735,book-review,"
         ",John Pairman Brown,male,1998,eng,journal-article-10.2307_1486735.xml,journal-article-10.2307_1486735-ngram1.txt
journal-article-10.2307_1486316,research-article," ""Tumultus Et Rumor In Sinagoga"": An Aspect of Social Life of Provençal Jews in the Middle Ages ",Joseph Shatzmiller,male,1977,eng,journal-article-10.2307_1486316.xml,journal-article-10.2307_1486316-ngram1.txt
journal-article-10.2307_27564300,book-review,,Alan T. Levenson,male,2007,eng,journal-article-10.2307_27564300.xml,journal-article-10.2307_27564300-ngram1.txt
journal-article-10.2307_4131581,book-review,"
         ",Alan Mittleman,male,2002,eng,journal-article-10.2307_4131581.xml,journal-article-10.2307_4131581-ngram1.txt
journal-article-10.2307_24273632,book-review,,Yair Furstenberg,male,2013,eng,journal-article-10.2307_24273632.xml,journal-article-10.2307_24273632-ngram1.txt
journal-article-10.2307_1486437,research-article,The Concept of the Three Ketarim: Its Place in Jewish Political Thought and Its Implications for a Study of Jewish Constitutional History,Stuart A. Cohen,male,1984,eng,journal-article-10.2307_1486437.xml,journal-article-10.2307_1486437-ngram1.txt
journal-article-10.2307_1486272,research-article,"Cyrus Adler, Non-Zionism, and the Zionist Movement: A Study in Contradictions",David G. Dalin,male,1985,eng,journal-article-10.2307_1486272.xml,journal-article-10.2307_1486272-ngram1.txt
journal-article-10.2307_4131541,book-review,,Tamar Rapoport,female,2004,eng,journal-article-10.2307_4131541.xml,journal-article-10.2307_4131541-ngram1.txt
journal-article-10.2307_1486453,research-article,The Description of Formative Judaism: The Social Perspective of the Mishnah's System of Civil Law and Government,Jacob Neusner,male,1980,eng,journal-article-10.2307_1486453.xml,journal-article-10.2307_1486453-ngram1.txt
journal-article-10.2307_4131807,research-article,"
           Oral Orthography: Early Rabbinic Oral and Written Transmission of Parallel Midrashic Tradition: In the Mekhilta of Rabbi Shimon B. Yoḥai and the Mekhilta of Rabbi Ishmael 
        ",,unknown,2005,eng,journal-article-10.2307_4131807.xml,journal-article-10.2307_4131807-ngram1.txt
journal-article-10.2307_25654614,book-review,,Azzan Yadin,unknown,2009,eng,journal-article-10.2307_25654614.xml,journal-article-10.2307_25654614-ngram1.txt
journal-article-10.2307_4131655,book-review,,Harriet Hartman,female,2006,eng,journal-article-10.2307_4131655.xml,journal-article-10.2307_4131655-ngram1.txt
journal-article-10.2307_1486666,book-review,"
         ",Alan J. Yuter,male,1996,eng,journal-article-10.2307_1486666.xml,journal-article-10.2307_1486666-ngram1.txt
journal-article-10.2307_1486998,book-review,"
          ",Marc Saperstein,male,1991,eng,journal-article-10.2307_1486998.xml,journal-article-10.2307_1486998-ngram1.txt
journal-article-10.2307_1486509,book-review,"
         ",Rachel Simon,female,1995,eng,journal-article-10.2307_1486509.xml,journal-article-10.2307_1486509-ngram1.txt
journal-article-10.2307_1486678,book-review,"
         ",Anita Norich,female,1996,eng,journal-article-10.2307_1486678.xml,journal-article-10.2307_1486678-ngram1.txt
journal-article-10.2307_25654623,book-review,,Claire E. Sufrin,female,2009,eng,journal-article-10.2307_25654623.xml,journal-article-10.2307_25654623-ngram1.txt
journal-article-10.2307_4131614,book-review,,,unknown,2003,eng,journal-article-10.2307_4131614.xml,journal-article-10.2307_4131614-ngram1.txt
journal-article-10.2307_4131679,book-review,,,unknown,2006,eng,journal-article-10.2307_4131679.xml,journal-article-10.2307_4131679-ngram1.txt
journal-article-10.2307_1486937,book-review,,Daniel Soyer,male,1998,eng,journal-article-10.2307_1486937.xml,journal-article-10.2307_1486937-ngram1.txt
journal-article-10.2307_25654658,book-review,,Max Strassfeld,male,2009,eng,journal-article-10.2307_25654658.xml,journal-article-10.2307_25654658-ngram1.txt
journal-article-10.2307_1486276,book-review,"
         ",Norbert M. Samuelson,male,1985,eng,journal-article-10.2307_1486276.xml,journal-article-10.2307_1486276-ngram1.txt
journal-article-10.2307_4131678,book-review,,Hindy Najman,unknown,2006,eng,journal-article-10.2307_4131678.xml,journal-article-10.2307_4131678-ngram1.txt
journal-article-10.2307_4131810,research-article,Cultivating Roots: The Promotion of Exilarchal Ties to David in the Middle Ages,Arnold Franklin,male,2005,eng,journal-article-10.2307_4131810.xml,journal-article-10.2307_4131810-ngram1.txt
journal-article-10.2307_1486877,book-review,"
         ",Martin D. Yaffe,male,1997,eng,journal-article-10.2307_1486877.xml,journal-article-10.2307_1486877-ngram1.txt
journal-article-10.2307_1486602,research-article,Fantasies of Deviance in Mendele and Agnon,David Aberbach,male,1994,eng,journal-article-10.2307_1486602.xml,journal-article-10.2307_1486602-ngram1.txt
journal-article-10.2307_25654649,book-review,,William Plevan,male,2009,eng,journal-article-10.2307_25654649.xml,journal-article-10.2307_25654649-ngram1.txt
journal-article-10.2307_1486865,research-article,"He Said, She Said: A Woman Teacher in Twelfth-Century Cairo",Reneé Levine Melammed,unknown,1997,eng,journal-article-10.2307_1486865.xml,journal-article-10.2307_1486865-ngram1.txt
journal-article-10.2307_1486995,book-review,"
          ",Michael D. Swartz,male,1991,eng,journal-article-10.2307_1486995.xml,journal-article-10.2307_1486995-ngram1.txt
journal-article-10.2307_1486897,book-review,"
         ",Joseph Shatzmiller,male,1990,eng,journal-article-10.2307_1486897.xml,journal-article-10.2307_1486897-ngram1.txt
journal-article-10.2307_1486237,research-article,"""Kill Your Ordinary Common Sense and Maybe You'll Begin to Understand"": Aharon Appelfeld and the Holocaust",David C. Jacobson,male,1988,eng,journal-article-10.2307_1486237.xml,journal-article-10.2307_1486237-ngram1.txt
journal-article-10.2307_4131582,book-review,"
         ",Michael M. Laskier,male,2002,eng,journal-article-10.2307_4131582.xml,journal-article-10.2307_4131582-ngram1.txt
journal-article-10.2307_1486428,research-article, By Way of Truth: Aspects of Naḥmanides' Kabbalistic Hermeneutic ,Elliot R. Wolfson,male,1989,eng,journal-article-10.2307_1486428.xml,journal-article-10.2307_1486428-ngram1.txt
journal-article-10.2307_1486711,book-review,"
         ",Steven Bowman,male,1996,eng,journal-article-10.2307_1486711.xml,journal-article-10.2307_1486711-ngram1.txt
journal-article-10.2307_1486510,book-review,"
         ",Sara Reguer,female,1995,eng,journal-article-10.2307_1486510.xml,journal-article-10.2307_1486510-ngram1.txt
journal-article-10.2307_1486484,book-review,"
         ",Nahum M. Sarna,male,1995,eng,journal-article-10.2307_1486484.xml,journal-article-10.2307_1486484-ngram1.txt
journal-article-10.2307_1486930,book-review,,Michael Taub,male,1998,eng,journal-article-10.2307_1486930.xml,journal-article-10.2307_1486930-ngram1.txt
journal-article-10.2307_4131820,book-review,,,unknown,2005,eng,journal-article-10.2307_4131820.xml,journal-article-10.2307_4131820-ngram1.txt
journal-article-10.2307_4131726,book-review,,Deborah Dash Moore,female,2002,eng,journal-article-10.2307_4131726.xml,journal-article-10.2307_4131726-ngram1.txt
journal-article-10.2307_1486454,research-article,A Reevaluation of a Medieval Polemical Manuscript,Joel E. Rembaum,male,1980,eng,journal-article-10.2307_1486454.xml,journal-article-10.2307_1486454-ngram1.txt
journal-article-10.2307_4131744,book-review,,Steven Fine,male,2005,eng,journal-article-10.2307_4131744.xml,journal-article-10.2307_4131744-ngram1.txt
journal-article-10.2307_1486741,book-review,"
         ",Yedida K. Stillman,unknown,1998,eng,journal-article-10.2307_1486741.xml,journal-article-10.2307_1486741-ngram1.txt
journal-article-10.2307_1486296,research-article,"A Minor for ""Zimmun"" (Y. Ber. 7:2, 11c) and Recensions of Yerushalmi",Baruch M. Bokser,male,1979,eng,journal-article-10.2307_1486296.xml,journal-article-10.2307_1486296-ngram1.txt
journal-article-10.2307_1486549,research-article,Biblical Hebrews and the Rhetoric of Republicanism: Seventeenth-Century Portuguese Jews on the Jewish Community,Miriam Bodian,female,1997,eng,journal-article-10.2307_1486549.xml,journal-article-10.2307_1486549-ngram1.txt
journal-article-10.2307_1486797,research-article,The Last Jewish Generalist,Ismar Schorsch,unknown,1993,eng,journal-article-10.2307_1486797.xml,journal-article-10.2307_1486797-ngram1.txt
journal-article-10.2307_4131769,research-article,No Way out: Brenner and the War,Glenda Abramson,female,2003,eng,journal-article-10.2307_4131769.xml,journal-article-10.2307_4131769-ngram1.txt
journal-article-10.2307_1486627,book-review,"
         ",Gary A. Rendsburg,male,1994,eng,journal-article-10.2307_1486627.xml,journal-article-10.2307_1486627-ngram1.txt
journal-article-10.2307_1486780,book-review,"
         ",Piotr Wróbel,male,1999,eng,journal-article-10.2307_1486780.xml,journal-article-10.2307_1486780-ngram1.txt
