id,type,title,auth1,auth_gender,year
journal-article-10.2307_27564331,book-review,"""Ḥasidei De'ar'a and Ḥasidei Dekokhvaya': Two Trends in Modern Jewish Historiography",Yohanan Petrovsky-Shtern,male,2008
journal-article-10.2307_27564333,book-review,,Eliezer Diamond,male,2008
journal-article-10.2307_27564334,book-review,,Matthias Henze,male,2008
journal-article-10.2307_27564335,book-review,,Martin S. Jaffee,male,2008
journal-article-10.2307_27564336,book-review,,Peregrine Horden,male,2008
journal-article-10.2307_27564340,book-review,,Kenneth Seeskin,male,2008
journal-article-10.2307_27564342,book-review,,Gabriel ( Gabi) Sheffer,male,2008
journal-article-10.2307_27564347,book-review,,Jan Schwarz,male,2008
journal-article-10.2307_27564348,book-review,,Ben Frommer,male,2008
journal-article-10.2307_27564351,book-review,,Samuel Kassow,male,2008
journal-article-10.2307_27564357,research-article,"Orality, Narrative, Rhetoric: New Directions in Mishnah Research",Ishay Rosen-Zvi,male,2008
journal-article-10.2307_27564358,research-article,Between Philology and Foucault: New Syntheses in Contemporary Mishnah Studies,Moshe Simon-Shoshan,male,2008
journal-article-10.2307_27564359,research-article,The Nature and Purpose of Mishnaic Narrative: Recent Seminal Contributions,Avraham Walfish,male,2008
journal-article-10.2307_27564361,research-article,Prophets and Prophecy in the Qumran Community,Alex P. Jassen,male,2008
journal-article-10.2307_27564362,research-article,The Politics of Pronunciation,Isaac B. Gottlieb,male,2008
journal-article-10.2307_27564364,book-review,"Melancholy Jouissance and the Study of Kabbalah: A Review Essay of Elliot R. Wolfson, ""Alef, Mem, Tau""",Steven M. Wasserstrom,male,2008
journal-article-10.2307_27564365,book-review,,Holger M. Zellentin,male,2008
journal-article-10.2307_27564367,book-review,,Eliezer Diamond,male,2008
journal-article-10.2307_27564369,book-review,,Jonathan Klawans,male,2008
journal-article-10.2307_27564371,book-review,,Michael E. Pregill,male,2008
journal-article-10.2307_27564372,book-review,,Ishay Rosen-Zvi,male,2008
journal-article-10.2307_27564373,book-review,,Zev Garber,male,2008
journal-article-10.2307_27564375,book-review,,Jonathan Klawans,male,2008
journal-article-10.2307_27564379,book-review,,Peter E. Gordon,male,2008
journal-article-10.2307_27564380,book-review,,Michael Zank,male,2008
journal-article-10.2307_27564381,book-review,,Joel Hecker,male,2008
journal-article-10.2307_27564382,book-review,,Shaul Magid,male,2008
journal-article-10.2307_27564383,book-review,,David Shneer,male,2008
journal-article-10.2307_27564384,book-review,,Marc B. Shapiro,male,2008
journal-article-10.2307_27564390,book-review,,Yitzhak Conforti,male,2008
journal-article-10.2307_27564392,book-review,,Jordan Finkin,male,2008
journal-article-10.2307_27564393,book-review,,Michal Ben-Horin,male,2008
journal-article-10.2307_27564396,research-article,Erratum: Navigating Rough Waters: Alexander Kohut and the Hungarian Roots of Conservative Judaism,Howard N. Lupovitch,male,2008
journal-article-10.2307_27564258,research-article,Rabbinic Polysemy and Pluralism Revisited: Between Praxis and Thematization,Steven D. Fraade,male,2007
journal-article-10.2307_27564259,research-article,"""Peshat"" and the Authority of ""Hazal"" in the Commentaries of Radak",Yitzhak Berger,male,2007
journal-article-10.2307_27564260,research-article,"""The Lord Brought Us Forth from Egypt"": On the Absence of Moses in the Passover Haggadah",David Henshke,male,2007
journal-article-10.2307_27564261,research-article,"Messiah, American Style: Mordecai Manuel Noah and the American Refuge",Michael Weingrad,male,2007
journal-article-10.2307_27564262,research-article,Performing the Material Self: Mordecai Kaplan and the Art of Journal Writing,Ken Koltun-Fromm,male,2007
journal-article-10.2307_27564263,research-article,Thought Going to School with Life? Fackenheim's Last Philosophical Testament,Benjamin Pollock,male,2007
journal-article-10.2307_27564266,book-review,,Jonathan Schorsch,male,2007
journal-article-10.2307_27564267,book-review,,David H. Aaron,male,2007
journal-article-10.2307_27564269,book-review,,Menahem Schmelzer,male,2007
journal-article-10.2307_27564270,book-review,,Steven Fine,male,2007
journal-article-10.2307_27564271,book-review,,Erik Larson,male,2007
journal-article-10.2307_27564272,book-review,,Daniel Rynhold,male,2007
journal-article-10.2307_27564274,book-review,,Martin S. Jaffee,male,2007
journal-article-10.2307_27564275,book-review,,Joel Roth,male,2007
journal-article-10.2307_27564276,book-review,,Robert A. Harris,male,2007
journal-article-10.2307_27564277,book-review,,Marc Dollinger,male,2007
journal-article-10.2307_27564280,book-review,,Jeffrey Haus,male,2007
journal-article-10.2307_27564281,book-review,,Edward Breuer,male,2007
journal-article-10.2307_27564282,book-review,,Joshua D. Zimmerman,male,2007
journal-article-10.2307_27564283,book-review,,Willi Goetschel,male,2007
journal-article-10.2307_27564284,book-review,,Norman A. Stillman,male,2007
journal-article-10.2307_27564285,book-review,,Gregory Kaplan,male,2007
journal-article-10.2307_27564286,book-review,,Steven P. Remy,male,2007
journal-article-10.2307_27564290,research-article,How Modern Is an Antimodernist Movement? The Emergence of Hasidic Politics in Congress Poland,Marcin Wodziński,male,2007
journal-article-10.2307_27564291,research-article,The Late Zionism of Nathan Birnbaum: The Herzl Controversy Reconsidered,Jess Olson,male,2007
journal-article-10.2307_27564294,research-article,Tehran's Unmined Archive of Kurdish Jewry: A Field Report,Mustafa Dehqan,male,2007
journal-article-10.2307_27564295,book-review,"Roman Imperialism, Jewish Self-Definition, and Rabbinic Society: Belayche's ""Iudaea-Palaestina"", Schwartz's ""Imperialism"" and ""Jewish Society"", and Boyarin's ""Border Lines"" Reconsidered",Stuart S. Miller,male,2007
journal-article-10.2307_27564298,book-review,,Martin S. Jaffee,male,2007
journal-article-10.2307_27564299,book-review,,Oren Kosansky,male,2007
journal-article-10.2307_27564300,book-review,,Alan T. Levenson,male,2007
journal-article-10.2307_27564302,book-review,,Michael D. Swartz,male,2007
journal-article-10.2307_27564305,book-review,,Raphael Jospe,male,2007
journal-article-10.2307_27564306,book-review,,Eitan P. Fishbane,male,2007
journal-article-10.2307_27564309,book-review,,Adam Rubin,male,2007
journal-article-10.2307_27564310,book-review,,Gary R. Mormino,male,2007
journal-article-10.2307_27564312,book-review,,Michael Alexander,male,2007
journal-article-10.2307_27564313,book-review,,Jonathan M. Hess,male,2007
journal-article-10.2307_27564314,book-review,,Adam Teller,male,2007
journal-article-10.2307_27564315,book-review,,Lawrence Douglas,male,2007
journal-article-10.2307_27564316,book-review,,Jonathan Ray,male,2007
journal-article-10.2307_27564317,book-review,,Stephen J. Whitfield,male,2007
journal-article-10.2307_27564318,book-review,,Michael R. Marrus,male,2007
journal-article-10.2307_27564321,book-review,,Adam S. Ferziger,male,2007
journal-article-10.2307_4131636,research-article,Hasidism and the Challenge of Geography: The Polish Background to the Spread of the Hasidic Movement,Adam Teller,male,2006
journal-article-10.2307_4131640,research-article,Ethnicity and Institution Building among Jews in Early Modern Rome,Bernard D. Cooperman,male,2006
journal-article-10.2307_4131641,research-article,"
           Intertextuality and Its Meaning in Natan Zach's ""'Enosh keḥaẓir yamav"" (As for Man, His Days Are as Grass) 
        ",Reuven Shoham,male,2006
journal-article-10.2307_4131643,book-review,At the Edge of Soviet State Control,Gennady Estraikh,male,2006
journal-article-10.2307_4131644,book-review,,Shlomo Deshen,male,2006
journal-article-10.2307_4131646,book-review,,Alan T. Levenson,male,2006
journal-article-10.2307_4131647,book-review,,Steven Weitzman,male,2006
journal-article-10.2307_4131648,book-review,,Victor H. Matthews,male,2006
journal-article-10.2307_4131649,book-review,,Eliezer Diamond,male,2006
journal-article-10.2307_4131650,book-review,,Eric Lawee,male,2006
journal-article-10.2307_4131651,book-review,,Edward Fram,male,2006
journal-article-10.2307_4131652,book-review,,Keith Pickus,male,2006
journal-article-10.2307_4131653,book-review,,Arieh Saposnik,male,2006
journal-article-10.2307_4131656,book-review,,Ken Koltun-Fromm,male,2006
journal-article-10.2307_4131657,book-review,,Stephen J. Whitfield,male,2006
journal-article-10.2307_4131658,book-review,,Michael A. Meyer,male,2006
journal-article-10.2307_4131660,book-review,,David Shneer,male,2006
journal-article-10.2307_4131666,research-article,"Comic Books, Tragic Stories: Will Eisner's American Jewish History",Jeremy Dauber,male,2006
journal-article-10.2307_4131668,research-article,So Easily Assimilated: The New Immigrant Chic,Adam Rovner,male,2006
journal-article-10.2307_4131671,research-article,From Sepharad to Ashkenaz: A Case Study in the Rashi Supercommentary Tradition,Eric Lawee,male,2006
journal-article-10.2307_4131673,book-review,,Bernard S. Jackson,male,2006
journal-article-10.2307_4131674,book-review,,Alexei Sivertsev,male,2006
journal-article-10.2307_4131675,book-review,,David A. Lambert,male,2006
journal-article-10.2307_4131676,book-review,,Joshua Kulp,male,2006
journal-article-10.2307_4131680,book-review,,Jonathan Elukin,male,2006
journal-article-10.2307_4131683,book-review,,Jonathan W. Malino,male,2006
journal-article-10.2307_4131684,book-review,,Marc B. Shapiro,male,2006
journal-article-10.2307_4131687,book-review,,Dovid Katz,male,2006
journal-article-10.2307_4131689,book-review,,Dan Michman,male,2006
journal-article-10.2307_4131692,book-review,,Jacob Meskin,male,2006
journal-article-10.2307_4131693,book-review,,Edward Breuer,male,2006
journal-article-10.2307_4131734,research-article,"
           Joseph Perl's Escape from Biblical Epigonism through Parody of Ḥasidic Writing 
        ",Ken Frieden,male,2005
journal-article-10.2307_4131735,research-article,"Ahasuerus, the Former Stable-Master of Belshazzar, and the Wicked Alexander of Macedon: Two Parallels between the Babylonian Talmud and Persian Sources",Geoffrey Herman,male,2005
journal-article-10.2307_4131736,research-article,"Aaron Salomon Gumpertz, Gotthold Ephraim Lessing, and the First Call for an Improvement of the Civil Rights of Jews in Germany (1753)",Gad Freudenthal,male,2005
journal-article-10.2307_4131737,book-review,"Tosaphists and Taboo: A Review of Haym Soloveitchik's ""Yeinam""",Elliott Horowitz,male,2005
journal-article-10.2307_4131738,book-review,,Benjamin G. Wright III,male,2005
journal-article-10.2307_4131739,book-review,,Steven Bowman,male,2005
journal-article-10.2307_4131740,book-review,,Steven Bowman,male,2005
journal-article-10.2307_4131741,book-review,,Alex Jassen,male,2005
journal-article-10.2307_4131743,book-review,,Joel Kaminsky,male,2005
journal-article-10.2307_4131744,book-review,,Steven Fine,male,2005
journal-article-10.2307_4131745,book-review,,Rami Arav,male,2005
journal-article-10.2307_4131746,book-review,,Jonathan Klawans,male,2005
journal-article-10.2307_4131748,book-review,,David Engel,male,2005
journal-article-10.2307_4131749,book-review,,Alan F. Benjamin,male,2005
journal-article-10.2307_4131750,book-review,,Todd M. Endelman,male,2005
journal-article-10.2307_4131751,book-review,,Pinchas Giller,male,2005
journal-article-10.2307_4131753,book-review,,Steven M. Lowenstein,male,2005
journal-article-10.2307_4131754,book-review,,Ezra Mendelsohn,male,2005
journal-article-10.2307_4131756,book-review,,Bernard Reich,male,2005
journal-article-10.2307_4131757,book-review,,Norman Roth,male,2005
journal-article-10.2307_4131760,book-review,,Jean Baumgarten,male,2005
journal-article-10.2307_4131761,book-review,,Zachary Braiterman,male,2005
journal-article-10.2307_4131764,book-review,,Harold M. Waller,male,2005
journal-article-10.2307_4131808,research-article,Exposed to All the Currents of the Mediterranean: A Sixteenth-Century Venetian Rabbi on Muslim History,Martin Jacobs,male,2005
journal-article-10.2307_4131810,research-article,Cultivating Roots: The Promotion of Exilarchal Ties to David in the Middle Ages,Arnold Franklin,male,2005
journal-article-10.2307_4131812,research-article,English Abstract Restitution of Lost Property in the Tannaitic and Amoraic Halakhah: A Preliminary Philosophical Study of the Forming of a Conception,Ariel Furstenberg,male,2005
journal-article-10.2307_4131813,book-review,Scholarly Dictionaries of Two Dialects of Jewish Aramaic,Baruch A. Levine,male,2005
journal-article-10.2307_4131814,book-review,"""Music Is the Pen of the Soul"": Recent Works on Hasidic and Jewish Instrumental Klezmer Music",Joel E. Rubin,male,2005
journal-article-10.2307_4131815,book-review,,Benjamin D. Sommer,male,2005
journal-article-10.2307_4131816,book-review,,Marvin A. Sweeney,male,2005
journal-article-10.2307_4131817,book-review,,Jonathan Klawans,male,2005
journal-article-10.2307_4131818,book-review,,Joshua Kulp,male,2005
journal-article-10.2307_4131821,book-review,,Mark Verman,male,2005
journal-article-10.2307_4131823,book-review,,Gershon Greenberg,male,2005
journal-article-10.2307_4131824,book-review,,Allan Arkush,male,2005
journal-article-10.2307_4131826,book-review,,Peter J. Haas,male,2005
journal-article-10.2307_4131828,book-review,,Richard S. Levy,male,2005
journal-article-10.2307_4131829,book-review,,Arieh Saposnik,male,2005
journal-article-10.2307_4131830,book-review,,Bernard Wasserstein,male,2005
journal-article-10.2307_4131831,book-review,,Theodore R. Weeks,male,2005
journal-article-10.2307_4131832,book-review,,David Biale,male,2005
journal-article-10.2307_4131833,book-review,,Moshe Sokol,male,2005
journal-article-10.2307_4131834,book-review,,Hartwig Wiedebach,male,2005
journal-article-10.2307_4131836,book-review,,Robert M. Seltzer,male,2005
journal-article-10.2307_4131837,book-review,,Lester A. Segal,male,2005
journal-article-10.2307_4131509,research-article,Modern Midrash: The Biblical Canon and Modern Literature,Gershon Shaked,male,2004
journal-article-10.2307_4131516,research-article,Biblical Allusions in Modern and Postmodern Hebrew Literature,Avraham Balaban,male,2004
journal-article-10.2307_4131522,research-article,"
           The Master of an Evil Name: Hillel Ba'al Shem and His ""Sefer ḥa-heshek"" 
        ",Yohanan Petrovsky-Shtern,male,2004
journal-article-10.2307_4131524,research-article,"""Chiseled from All Sides"": Hermeneutics and Dispute in the Rabbinic Tradition",William Kolbrener,male,2004
journal-article-10.2307_4131525,research-article,Priestly Men and Invisible Women: Male Appropriation of the Feminine and the Exemption of Women from Positive Time-Bound Commandments,Natan Margalit,male,2004
journal-article-10.2307_4131527,book-review,Three Recent Books on Isaac Abarbanel/Abravanel (1437-1508/9),James T. Robinson,male,2004
journal-article-10.2307_4131528,book-review,,Reinhard Pummer,male,2004
journal-article-10.2307_4131529,book-review,,Gary G. Porton,male,2004
journal-article-10.2307_4131531,book-review,,Michael Chernick,male,2004
journal-article-10.2307_4131532,book-review,,Harvey E. Goldberg,male,2004
journal-article-10.2307_4131533,book-review,,Alfred Ivry,male,2004
journal-article-10.2307_4131534,book-review,,Yosef Rivlin,male,2004
journal-article-10.2307_4131535,book-review,,Shaul Magid,male,2004
journal-article-10.2307_4131536,book-review,,Shmuel Shepkaru,male,2004
journal-article-10.2307_4131540,book-review,,David Engel,male,2004
journal-article-10.2307_4131543,book-review,,Jay R. Berkovitz,male,2004
journal-article-10.2307_4131544,book-review,,Martin Kavka,male,2004
journal-article-10.2307_4131545,book-review,,Louis E. Newman,male,2004
journal-article-10.2307_4131547,book-review,,Judah M. Cohen,male,2004
journal-article-10.2307_4131548,book-review,,Ken Frieden,male,2004
journal-article-10.2307_4131549,book-review,,Eran Kaplan,male,2004
journal-article-10.2307_4131605,research-article,Spiritual Exercises in Rabbinic Culture,Jonathan Schofer,male,2003
journal-article-10.2307_4131606,research-article,"""Designation Is Significant"": An Analysis of the Conceptual Sugya in bSan 47b-48b",Leib Moscovitz,male,2003
journal-article-10.2307_4131607,research-article,"Martyrdom, Emotion and the Work of Ritual in R. Mordecai Joseph Leiner'S Mei Ha-Shiloah",Don Seeman,male,2003
journal-article-10.2307_4131610,book-review,,Marc Brettler,male,2003
journal-article-10.2307_4131611,book-review,,René S. Bloch,male,2003
journal-article-10.2307_4131612,book-review,,Joseph M. Baumgarten,male,2003
journal-article-10.2307_4131613,book-review,,Joshua Kulp,male,2003
journal-article-10.2307_4131615,book-review,,Joshua Kulp,male,2003
journal-article-10.2307_4131617,book-review,,Jay Rovner,male,2003
journal-article-10.2307_4131618,book-review,,Jeffrey R. Woolf,male,2003
journal-article-10.2307_4131619,book-review,,Bernard Dov Cooperman,male,2003
journal-article-10.2307_4131620,book-review,,Benjamin R. Gampel,male,2003
journal-article-10.2307_4131621,book-review,,Avraham Gross,male,2003
journal-article-10.2307_4131622,book-review,,Elliot Horowitz,male,2003
journal-article-10.2307_4131623,book-review,,Matt Goldish,male,2003
journal-article-10.2307_4131624,book-review,,Michael A. Meyer,male,2003
journal-article-10.2307_4131625,book-review,,Seth Farber,male,2003
journal-article-10.2307_4131626,book-review,,Robert A. Rockaway,male,2003
journal-article-10.2307_4131629,book-review,,Steven M. Glazer,male,2003
journal-article-10.2307_4131632,book-review,,Leonard Fein,male,2003
journal-article-10.2307_4131767,research-article,The Copenhagen School: The Historiographical Issues,Marc Brettler,male,2003
journal-article-10.2307_4131768,research-article,Between Official and Private Dispute: The Case of Christian Spain and Provence in the Late Middle Ages,Ram Ben-Shalom,male,2003
journal-article-10.2307_4131770,book-review,"Rethinking Leviticus and Rereading ""Purity and Danger""",Jonathan Klawans,male,2003
journal-article-10.2307_4131771,book-review,,Marc Z. Brettler,male,2003
journal-article-10.2307_4131772,book-review,,Gary Beckman,male,2003
journal-article-10.2307_4131773,book-review,,Gary A. Rendsburg,male,2003
journal-article-10.2307_4131774,book-review,,Hermann Michael Nieman,male,2003
journal-article-10.2307_4131775,book-review,,Steven Fine,male,2003
journal-article-10.2307_4131776,book-review,,Neil Asher Silberman,male,2003
journal-article-10.2307_4131777,book-review,,Wout Jac. van Bekkum,male,2003
journal-article-10.2307_4131778,book-review,,Jeffrey Rubenstein,male,2003
journal-article-10.2307_4131779,book-review,,Marc B. Shapiro,male,2003
journal-article-10.2307_4131780,book-review,,William Chester Jordan,male,2003
journal-article-10.2307_4131781,book-review,,David Malkiel,male,2003
journal-article-10.2307_4131782,book-review,,Brian Weinstein,male,2003
journal-article-10.2307_4131783,book-review,,Mordechai Z. Cohen,male,2003
journal-article-10.2307_4131784,book-review,,Gregg Stern,male,2003
journal-article-10.2307_4131785,book-review,,Joel Hecker,male,2003
journal-article-10.2307_4131786,book-review,,Daniel J. Lasker,male,2003
journal-article-10.2307_4131787,book-review,,Gordon M. Freeman,male,2003
journal-article-10.2307_4131788,book-review,,Arnold Franklin,male,2003
journal-article-10.2307_4131789,book-review,,Herbert H. Paper,male,2003
journal-article-10.2307_4131790,book-review,,Allan Nadler,male,2003
journal-article-10.2307_4131792,book-review,,Neil G. Jacobs,male,2003
journal-article-10.2307_4131793,book-review,,Daniel Soyer,male,2003
journal-article-10.2307_4131794,book-review,,Moshe Cohen,male,2003
journal-article-10.2307_4131795,book-review,,James S. Diamond,male,2003
journal-article-10.2307_4131797,book-review,,Alan Mintz,male,2003
journal-article-10.2307_4131798,book-review,,Zachary Braiterman,male,2003
journal-article-10.2307_4131799,book-review,,Jeffrey S. Gurock,male,2003
journal-article-10.2307_4131803,book-review,,Richard I. Cohen,male,2003
journal-article-10.2307_4131555,research-article,"Shekhinah, the Virgin Mary, and the Song of Songs: Reflections on a Kabbalistic Symbol in Its Historical Context",Arthur Green,male,2002
journal-article-10.2307_4131556,research-article,"Sephardic Epitaphs in Hamburg's Oldest Jewish Cemetery: Poetry, Riddles, and Eccentric Texts",Marian Sárraga,male,2002
journal-article-10.2307_4131557,book-review,Maimonidean Scholarship at the End of the Century,Norbert M. Samuelson,male,2002
journal-article-10.2307_4131560,book-review,,James S. Ackerman,male,2002
journal-article-10.2307_4131561,book-review,,Benjamin D. Sommer,male,2002
journal-article-10.2307_4131562,book-review,,Leonard J. Greenspoon,male,2002
journal-article-10.2307_4131563,book-review,,John David Brolley,male,2002
journal-article-10.2307_4131564,book-review,,Gary G. Porton,male,2002
journal-article-10.2307_4131565,book-review,,Martin S. Jaffee,male,2002
journal-article-10.2307_4131566,book-review,,Moshe Simon,male,2002
journal-article-10.2307_4131567,book-review,,Michael J. Broyde,male,2002
journal-article-10.2307_4131569,book-review,,Norman A. Stillman,male,2002
journal-article-10.2307_4131571,book-review,,David S. Ariel,male,2002
journal-article-10.2307_4131572,book-review,,Albert D. Friedberg,male,2002
journal-article-10.2307_4131575,book-review,,Joseph Davis,male,2002
journal-article-10.2307_4131576,book-review,,Joshua R. Jacobson,male,2002
journal-article-10.2307_4131579,book-review,,Sanford Gutman,male,2002
journal-article-10.2307_4131580,book-review,,Harold Brackman,male,2002
journal-article-10.2307_4131581,book-review,,Alan Mittleman,male,2002
journal-article-10.2307_4131582,book-review,,Michael M. Laskier,male,2002
journal-article-10.2307_4131583,book-review,,Lev Hakak,male,2002
journal-article-10.2307_4131584,book-review,,James B. Rosenberg,male,2002
journal-article-10.2307_4131585,book-review,,Marc Bernstein,male,2002
journal-article-10.2307_4131586,book-review,,William Cutter,male,2002
journal-article-10.2307_4131590,book-review,,Michael Taub,male,2002
journal-article-10.2307_4131592,book-review,,David B. Ruderman,male,2002
journal-article-10.2307_4131593,book-review,,Morris M. Faierstein,male,2002
journal-article-10.2307_4131594,book-review,,Elliot N. Dorff,male,2002
journal-article-10.2307_4131595,book-review,,Samuel P. Oliner,male,2002
journal-article-10.2307_4131596,book-review,,Massimo Giuliani,male,2002
journal-article-10.2307_4131597,book-review,,Robert Gibbs,male,2002
journal-article-10.2307_4131598,book-review,,Robert Skloot,male,2002
journal-article-10.2307_4131599,book-review,,Jacob Neusner,male,2002
journal-article-10.2307_4131600,book-review,,Michael Steinlauf,male,2002
journal-article-10.2307_4131697,research-article,"
           The Reception of the ""Shulḥan 'Arukh"" and the Formation of Ashkenazic Jewish Identity 
        ",Joseph Davis,male,2002
journal-article-10.2307_4131698,research-article,Two Cases of Adultery and the Halakhic Decision-Making Process,Edward Fram,male,2002
journal-article-10.2307_4131699,research-article,"""Arab Chains"" and ""The Good Things of Sepharad"": Aspects of Jewish Exile",Marc Saperstein,male,2002
journal-article-10.2307_4131700,book-review,Re-Presentations of the Jewish Image: Three New Contributions,Marc Michael Epstein,male,2002
journal-article-10.2307_4131701,book-review,,Mark A. Raider,male,2002
journal-article-10.2307_4131702,book-review,,David Marcus,male,2002
journal-article-10.2307_4131705,book-review,,Lawrence Wills,male,2002
journal-article-10.2307_4131706,book-review,,Jeffrey L. Rubenstein,male,2002
journal-article-10.2307_4131708,book-review,,Lawrence Kaplan,male,2002
journal-article-10.2307_4131709,book-review,,Charles H. Manekin,male,2002
journal-article-10.2307_4131713,book-review,,Arnold J. Band,male,2002
journal-article-10.2307_4131715,book-review,,Robert Eisen,male,2002
journal-article-10.2307_4131718,book-review,,Mark Washofsky,male,2002
journal-article-10.2307_4131719,book-review,,Günter Böhm,male,2002
journal-article-10.2307_4131720,book-review,,Stephen H. Norwood,male,2002
journal-article-10.2307_4131721,book-review,,Michael M. Laskier,male,2002
journal-article-10.2307_4131723,book-review,,Henry Abramson,male,2002
journal-article-10.2307_4131725,book-review,,Nahum M. Sarna,male,2002
journal-article-10.2307_1566650,research-article,Joseph Soloveitchik and Immanuel Kant's Mitzvah-Aesthetic,Zachary Braiterman,male,2000
journal-article-10.2307_1566651,research-article,Religious Affirmation and Historical Criticism in Heschel's Biblical Interpretation,Jon D. Levenson,male,2000
journal-article-10.2307_1566652,research-article,"
               Between Law and Society: Mahariq's Responsum on the ""Ways of the Gentiles"" (Ḥuqqot Ha-'Akkum) 
            ",Jeffrey R. Woolf,male,2000
journal-article-10.2307_1566653,book-review,New Approaches to Jewish Messianism,Matt Goldish,male,2000
journal-article-10.2307_1566654,book-review,On Memory: Personal and Cultural,Benjamin Schwartz,male,2000
journal-article-10.2307_1566657,book-review,,Robert D. Hoberman,male,2000
journal-article-10.2307_1566659,book-review,,Adam L. Porter,male,2000
journal-article-10.2307_1566660,book-review,,Aryeh Cohen,male,2000
journal-article-10.2307_1566661,book-review,,Menahem Schmelzer,male,2000
journal-article-10.2307_1566662,book-review,,Wout Jac. van Bekkum,male,2000
journal-article-10.2307_1566663,book-review,,Benjamin Hary,male,2000
journal-article-10.2307_1566664,book-review,,Paul Brand,male,2000
journal-article-10.2307_1566666,book-review,,Milton R. Konvitz,male,2000
journal-article-10.2307_1566667,book-review,,Arthur Green,male,2000
journal-article-10.2307_1566668,book-review,,Michael M. Laskier,male,2000
journal-article-10.2307_1566669,book-review,,Hillel J. Kieval,male,2000
journal-article-10.2307_1566670,book-review,,Jacob Weitzner,male,2000
journal-article-10.2307_1566671,book-review,,George Jochnowitz,male,2000
journal-article-10.2307_1566672,book-review,,James S. Diamond,male,2000
journal-article-10.2307_1566673,book-review,,Elliott Rabin,male,2000
journal-article-10.2307_1566675,book-review,,Gabriel Finder,male,2000
journal-article-10.2307_1566676,book-review,,Zev Garber,male,2000
journal-article-10.2307_1486519,research-article,From after Death to Afterlife: Martyrdom and Its Recompense,Shmuel Shepkaru,male,1999
journal-article-10.2307_1486520,research-article,"""Do the Dead Know?"" The Representation of Death in the Bavli",Aryeh Cohen,male,1999
journal-article-10.2307_1486521,research-article,"Haim Gouri and ""The Jewish People Who Have Been Seriously Injured""",Reuven Shoham,male,1999
journal-article-10.2307_1486523,book-review,Constructive Feminist Theology and Reflective Self-Critique: A Male Reading of Rachel Adler and Laura Levitt,David R. Blumenthal,male,1999
journal-article-10.2307_1486524,book-review,,Marvin A. Sweeney,male,1999
journal-article-10.2307_1486525,book-review,,Stuart S. Miller,male,1999
journal-article-10.2307_1486527,book-review,,John H. Corbett,male,1999
journal-article-10.2307_1486528,book-review,,Bernard S. Bachrach,male,1999
journal-article-10.2307_1486529,book-review,,Robert Eisen,male,1999
journal-article-10.2307_1486530,book-review,,Michael Stanislawski,male,1999
journal-article-10.2307_1486531,book-review,,Jonathan Skolnik,male,1999
journal-article-10.2307_1486532,book-review,,Michael L. Morgan,male,1999
journal-article-10.2307_1486533,book-review,,Michael Wyschogrod,male,1999
journal-article-10.2307_1486537,book-review,,William M. Batkay,male,1999
journal-article-10.2307_1486538,book-review,,Gary P. Zola,male,1999
journal-article-10.2307_1486539,book-review,,Andrew R. Heinze,male,1999
journal-article-10.2307_1486540,book-review,,Emanuel S. Goldsmith,male,1999
journal-article-10.2307_1486541,book-review,,Jay M. Eidelman,male,1999
journal-article-10.2307_1486542,book-review,,Gary S. Schiff,male,1999
journal-article-10.2307_1486543,book-review,,Stanley Trachtenberg,male,1999
journal-article-10.2307_1486754,research-article,"Meat-Eating and Jewish Identity: Ritualization of the Priestly ""Torah of Beast and Fowl"" (Lev 11:46) in Rabbinic Judaism and Medieval Kabbalah",Jonathan Brumberg-Kraus,male,1999
journal-article-10.2307_1486755,research-article,Samuel Ibn Tibbon on the Book of Job,Robert Eisen,male,1999
journal-article-10.2307_1486756,research-article,Succession to the Rabbinate in Yemen,Aharon Gaimani,male,1999
journal-article-10.2307_1486757,book-review,Through the Prism of Race and Slavery,Harold Brackman,male,1999
journal-article-10.2307_1486758,book-review,Pragmatic Idealists: Zionism in America,Stuart Knee,male,1999
journal-article-10.2307_1486760,book-review,,Gary A. Rendsburg,male,1999
journal-article-10.2307_1486762,book-review,,Daniel Grossberg,male,1999
journal-article-10.2307_1486763,book-review,,"Christian E. Hauer, Jr.",male,1999
journal-article-10.2307_1486764,book-review,,Scott B. Noegel,male,1999
journal-article-10.2307_1486765,book-review,,Seth Schwartz,male,1999
journal-article-10.2307_1486768,book-review,,David Berger,male,1999
journal-article-10.2307_1486770,book-review,,David Nirenberg,male,1999
journal-article-10.2307_1486771,book-review,,Marc Saperstein,male,1999
journal-article-10.2307_1486772,book-review,,Howard Tzvi Adelman,male,1999
journal-article-10.2307_1486773,book-review,,Emmet Kennedy,male,1999
journal-article-10.2307_1486774,book-review,,Alan Brill,male,1999
journal-article-10.2307_1486775,book-review,,Robert Southard,male,1999
journal-article-10.2307_1486777,book-review,,Mark Mazower,male,1999
journal-article-10.2307_1486779,book-review,,Elliot Neaman,male,1999
journal-article-10.2307_1486780,book-review,,Piotr Wróbel,male,1999
journal-article-10.2307_1486781,book-review,,Michael Taub,male,1999
journal-article-10.2307_1486784,book-review,,Herbert Bronstein,male,1999
journal-article-10.2307_1486786,book-review,,Daniel R. Schwarz,male,1999
journal-article-10.2307_1486787,book-review,,Aaron L. Mackler,male,1999
journal-article-10.2307_1486788,book-review,,Robert Goldenberg,male,1999
journal-article-10.2307_1486789,book-review,,Michael Zank,male,1999
